Site,Month,Position,Depth,Distance,Salinity,pH,Temperature
Zghira,July,Surface,0,52,NA,NA,24.96
Zghira,July,Surface,0,50,NA,NA,24.96
Zghira,July,Surface,0,48,NA,NA,24.96
Zghira,July,Surface,0,46,NA,NA,24.96
Zghira,July,Surface,0,44,NA,NA,24.95
Zghira,July,Surface,0,42,NA,NA,24.96
Zghira,July,Surface,0,40,NA,NA,24.96
Zghira,July,Surface,0,38,NA,NA,24.96
Zghira,July,Surface,0,36,NA,NA,24.97
Zghira,July,Surface,0,34,NA,NA,24.97
Zghira,July,Surface,0,32,NA,NA,24.97
Zghira,July,Surface,0,30,NA,NA,24.98
Zghira,July,Surface,0,28,NA,NA,24.96
Zghira,July,Surface,0,26,NA,NA,24.98
Zghira,July,Surface,0,24,NA,NA,24.99
Zghira,July,Surface,0,22,NA,NA,24.99
Zghira,July,Surface,0,20,NA,NA,25
Zghira,July,Surface,0,18,NA,NA,25.04
Zghira,July,Surface,0,16,NA,NA,25.05
Zghira,July,Surface,0,14,NA,NA,25.06
Zghira,July,Surface,0,12,NA,NA,25.07
Zghira,July,Surface,0,10,NA,NA,25.1
Zghira,July,Surface,0,8,NA,NA,25.21
Zghira,July,Surface,0,6,NA,NA,25.38
Zghira,July,Surface,0,4,NA,NA,25.48
Zghira,July,Surface,0,2,NA,NA,25.52
Zghira,July,Surface,0,0,NA,NA,25.52
Kbira,September,Surface,0,100,36.15,8.25,26.47
Kbira,September,Surface,0,98,36.15,8.25,26.47
Kbira,September,Surface,0,96,36.14,8.25,26.49
Kbira,September,Surface,0,94,36.14,8.25,26.49
Kbira,September,Surface,0,92,36.15,8.25,26.49
Kbira,September,Surface,0,90,36.16,8.25,26.48
Kbira,September,Surface,0,88,36.18,8.25,26.47
Kbira,September,Surface,0,86,36.18,8.25,26.46
Kbira,September,Surface,0,84,36.18,8.25,26.47
Kbira,September,Surface,0,82,36.19,8.25,26.47
Kbira,September,Surface,0,80,36.2,8.25,26.47
Kbira,September,Surface,0,78,36.2,8.25,26.47
Kbira,September,Surface,0,74,36.2,8.25,26.47
Kbira,September,Surface,0,72,36.21,8.25,26.47
Kbira,September,Surface,0,70,36.21,8.25,26.47
Kbira,September,Surface,0,68,36.22,8.25,26.47
Kbira,September,Surface,0,66,36.22,8.25,26.47
Kbira,September,Surface,0,64,36.23,8.25,26.46
Kbira,September,Surface,0,62,36.24,8.25,26.46
Kbira,September,Surface,0,60,36.24,8.25,26.45
Kbira,September,Surface,0,58,36.24,8.25,26.44
Kbira,September,Surface,0,56,36.24,8.25,26.44
Kbira,September,Surface,0,54,36.24,8.25,26.44
Kbira,September,Surface,0,52,36.24,8.25,26.44
Kbira,September,Surface,0,50,36.24,8.25,26.44
Kbira,September,Surface,0,48,36.23,8.25,26.44
Kbira,September,Surface,0,46,36.24,8.25,26.44
Kbira,September,Surface,0,44,36.24,8.25,26.44
Kbira,September,Surface,0,42,36.23,8.25,26.44
Kbira,September,Surface,0,40,36.24,8.25,26.43
Kbira,September,Surface,0,38,36.24,8.25,26.43
Kbira,September,Surface,0,36,36.23,8.24,26.43
Kbira,September,Surface,0,34,36.23,8.24,26.43
Kbira,September,Surface,0,32,36.23,8.24,26.44
Kbira,September,Surface,0,30,36.22,8.24,26.44
Kbira,September,Surface,0,28,36.21,8.24,26.46
Kbira,September,Surface,0,26,36.2,8.24,26.48
Kbira,September,Surface,0,24,36.2,8.24,26.48
Kbira,September,Surface,0,22,36.21,8.23,26.47
Kbira,September,Surface,0,20,36.21,8.23,26.48
Kbira,September,Surface,0,18,36.21,8.23,26.48
Kbira,September,Surface,0,16,36.21,8.23,26.49
Kbira,September,Surface,0,14,36.21,8.23,26.49
Kbira,September,Surface,0,12,36.21,8.22,26.51
Kbira,September,Surface,0,10,36.22,8.22,26.49
Kbira,September,Surface,0,8,36.21,8.22,26.51
Kbira,September,Surface,0,6,36.21,8.22,26.51
Kbira,September,Surface,0,4,36.2,8.21,26.53
Kbira,September,Surface,0,2,36.18,8.21,26.58
Kbira,September,Surface,0,0,36.17,8.2,26.6
Kbira,September,Surface,0,100,36.22,8.23,26.46
Kbira,September,Surface,0,98,36.22,8.23,26.46
Kbira,September,Surface,0,96,36.22,8.23,26.46
Kbira,September,Surface,0,94,36.23,8.23,26.46
Kbira,September,Surface,0,92,36.23,8.23,26.45
Kbira,September,Surface,0,90,36.22,8.22,26.46
Kbira,September,Surface,0,88,36.22,8.22,26.47
Kbira,September,Surface,0,86,36.21,8.22,26.48
Kbira,September,Surface,0,84,36.21,8.22,26.49
Kbira,September,Surface,0,82,36.21,8.22,26.49
Kbira,September,Surface,0,80,36.2,8.22,26.5
Kbira,September,Surface,0,78,36.2,8.22,26.51
Kbira,September,Surface,0,74,36.2,8.21,26.52
Kbira,September,Surface,0,72,36.2,8.21,26.52
Kbira,September,Surface,0,70,36.19,8.21,26.53
Kbira,September,Surface,0,68,36.2,8.21,26.53
Kbira,September,Surface,0,66,36.19,8.21,26.55
Kbira,September,Surface,0,64,36.19,8.2,26.56
Kbira,September,Surface,0,62,36.19,8.2,26.56
Kbira,September,Surface,0,60,36.21,8.2,26.56
Kbira,September,Surface,0,58,36.23,8.2,26.54
Kbira,September,Surface,0,56,36.23,8.2,26.54
Kbira,September,Surface,0,54,36.23,8.19,26.54
Kbira,September,Surface,0,52,36.22,8.19,26.57
Kbira,September,Surface,0,50,36.22,8.19,26.58
Kbira,September,Surface,0,48,36.22,8.19,26.59
Kbira,September,Surface,0,46,36.21,8.18,26.6
Kbira,September,Surface,0,44,36.21,8.18,26.61
Kbira,September,Surface,0,42,36.21,8.18,26.62
Kbira,September,Surface,0,40,36.21,8.18,26.63
Kbira,September,Surface,0,38,36.21,8.17,26.64
Kbira,September,Surface,0,36,36.22,8.17,26.64
Kbira,September,Surface,0,34,36.25,8.17,26.61
Kbira,September,Surface,0,32,36.26,8.17,26.59
Kbira,September,Surface,0,30,36.26,8.17,26.59
Kbira,September,Surface,0,28,36.26,8.17,26.59
Kbira,September,Surface,0,26,36.26,8.17,26.6
Kbira,September,Surface,0,24,36.26,8.17,26.59
Kbira,September,Surface,0,22,36.26,8.17,26.6
Kbira,September,Surface,0,20,36.25,8.17,26.61
Kbira,September,Surface,0,18,36.24,8.17,26.62
Kbira,September,Surface,0,16,36.23,8.17,26.63
Kbira,September,Surface,0,14,36.23,8.17,26.63
Kbira,September,Surface,0,12,36.23,8.17,26.63
Kbira,September,Surface,0,10,36.24,8.17,26.62
Kbira,September,Surface,0,8,36.25,8.16,26.6
Kbira,September,Surface,0,6,36.26,8.16,26.58
Kbira,September,Surface,0,4,36.27,8.16,26.56
Kbira,September,Surface,0,2,36.28,8.16,26.55
Kbira,September,Surface,0,0,36.28,8.16,26.54
Kbira,September,Surface,0,100,36.42,7.21,26.56
Kbira,September,Surface,0,98,36.4,7.21,26.58
Kbira,September,Surface,0,96,36.4,7.22,26.58
Kbira,September,Surface,0,94,36.38,7.22,26.59
Kbira,September,Surface,0,92,36.36,7.22,26.62
Kbira,September,Surface,0,90,36.29,7.22,26.69
Kbira,September,Surface,0,88,36.28,7.22,26.72
Kbira,September,Surface,0,86,36.25,7.23,26.75
Kbira,September,Surface,0,84,36.24,7.23,26.77
Kbira,September,Surface,0,82,36.23,7.23,26.78
Kbira,September,Surface,0,80,36.27,7.23,26.72
Kbira,September,Surface,0,78,36.27,7.23,26.72
Kbira,September,Surface,0,74,36.27,7.23,26.72
Kbira,September,Surface,0,72,36.27,7.24,26.71
Kbira,September,Surface,0,70,36.27,7.24,26.72
Kbira,September,Surface,0,68,36.27,7.24,26.72
Kbira,September,Surface,0,66,36.27,7.24,26.73
Kbira,September,Surface,0,64,36.31,7.25,26.69
Kbira,September,Surface,0,62,36.34,7.25,26.65
Kbira,September,Surface,0,60,36.36,7.25,26.63
Kbira,September,Surface,0,58,36.35,7.25,26.65
Kbira,September,Surface,0,56,36.34,7.25,26.67
Kbira,September,Surface,0,54,36.33,7.26,26.68
Kbira,September,Surface,0,52,36.32,7.26,26.71
Kbira,September,Surface,0,50,36.3,7.26,26.74
Kbira,September,Surface,0,48,36.27,7.26,26.78
Kbira,September,Surface,0,46,36.23,7.26,26.84
Kbira,September,Surface,0,44,36.23,7.27,26.86
Kbira,September,Surface,0,42,36.24,7.27,26.87
Kbira,September,Surface,0,40,36.25,7.27,26.86
Kbira,September,Surface,0,38,36.26,7.26,26.87
Kbira,September,Surface,0,36,36.27,7.28,26.88
Kbira,September,Surface,0,34,36.26,7.29,26.91
Kbira,September,Surface,0,32,36.27,7.29,26.93
Kbira,September,Surface,0,30,36.28,7.3,26.94
Kbira,September,Surface,0,28,36.28,7.3,26.94
Kbira,September,Surface,0,26,36.28,7.3,26.96
Kbira,September,Surface,0,24,36.27,7.31,26.99
Kbira,September,Surface,0,22,36.32,7.31,26.93
Kbira,September,Surface,0,20,36.35,7.31,26.89
Kbira,September,Surface,0,18,36.33,7.32,26.92
Kbira,September,Surface,0,16,36.38,7.32,26.86
Kbira,September,Surface,0,14,36.39,7.32,26.83
Kbira,September,Surface,0,12,36.37,7.32,26.86
Kbira,September,Surface,0,10,36.37,7.32,26.83
Kbira,September,Surface,0,8,36.41,7.33,26.76
Kbira,September,Surface,0,6,36.45,7.33,26.68
Kbira,September,Surface,0,4,36.47,7.34,26.62
Kbira,September,Surface,0,2,36.43,7.34,26.63
Kbira,September,Surface,0,0,36.42,7.34,26.62
Kbira,September,Surface,0,100,36.25,8.08,26.83
Kbira,September,Surface,0,98,36.27,8.08,26.81
Kbira,September,Surface,0,96,36.28,8.08,26.79
Kbira,September,Surface,0,94,36.29,8.08,26.78
Kbira,September,Surface,0,92,36.32,8.08,26.73
Kbira,September,Surface,0,90,36.34,8.09,26.69
Kbira,September,Surface,0,88,36.37,8.09,26.64
Kbira,September,Surface,0,86,36.37,8.08,26.64
Kbira,September,Surface,0,84,36.36,8.08,26.63
Kbira,September,Surface,0,82,36.24,8.07,26.79
Kbira,September,Surface,0,80,36.19,8.07,26.86
Kbira,September,Surface,0,78,36.17,8.07,26.89
Kbira,September,Surface,0,74,36.16,8.06,26.91
Kbira,September,Surface,0,72,36.15,8.06,26.92
Kbira,September,Surface,0,70,36.15,8.06,26.93
Kbira,September,Surface,0,68,36.14,8.06,26.94
Kbira,September,Surface,0,66,36.16,8.05,26.93
Kbira,September,Surface,0,64,36.16,8.05,26.94
Kbira,September,Surface,0,62,36.16,8.05,26.94
Kbira,September,Surface,0,60,36.16,8.05,26.94
Kbira,September,Surface,0,58,36.17,8.05,26.94
Kbira,September,Surface,0,56,36.18,8.04,26.95
Kbira,September,Surface,0,54,36.18,8.04,26.97
Kbira,September,Surface,0,52,36.2,8.04,26.97
Kbira,September,Surface,0,50,36.21,8.03,27.01
Kbira,September,Surface,0,48,36.2,8.03,27.04
Kbira,September,Surface,0,46,36.21,8.03,27.05
Kbira,September,Surface,0,44,36.22,8.02,27.04
Kbira,September,Surface,0,42,36.26,8.03,26.99
Kbira,September,Surface,0,40,36.26,8.03,27.01
Kbira,September,Surface,0,38,36.23,8.03,27.06
Kbira,September,Surface,0,36,36.22,8.03,27.08
Kbira,September,Surface,0,34,36.2,8.02,27.12
Kbira,September,Surface,0,32,36.17,8.02,27.17
Kbira,September,Surface,0,30,36.18,8.02,27.18
Kbira,September,Surface,0,28,36.25,8.02,27.1
Kbira,September,Surface,0,26,36.39,8.02,26.9
Kbira,September,Surface,0,24,36.45,8.03,26.8
Kbira,September,Surface,0,22,36.49,8.03,26.71
Kbira,September,Surface,0,20,36.5,8.03,26.67
Kbira,September,Surface,0,18,36.45,8.02,26.7
Kbira,September,Surface,0,16,36.4,8.02,26.73
Kbira,September,Surface,0,14,36.35,8.02,26.75
Kbira,September,Surface,0,12,36.31,8.02,26.77
Kbira,September,Surface,0,10,36.27,8.01,26.77
Kbira,September,Surface,0,8,36.27,8.01,26.74
Kbira,September,Surface,0,6,36.27,8.01,26.71
Kbira,September,Surface,0,4,36.28,8.01,26.69
Kbira,September,Surface,0,2,36.32,8.01,26.64
Kbira,September,Surface,0,0,36.33,8.01,26.62
Kbira,September,Surface,0,100,36.3,8.19,26.85
Kbira,September,Surface,0,98,36.28,8.19,26.87
Kbira,September,Surface,0,96,36.26,8.19,26.9
Kbira,September,Surface,0,94,36.23,8.18,26.95
Kbira,September,Surface,0,92,36.22,8.18,26.97
Kbira,September,Surface,0,90,36.21,8.17,26.99
Kbira,September,Surface,0,88,36.18,8.17,27.03
Kbira,September,Surface,0,86,36.17,8.17,27.06
Kbira,September,Surface,0,84,36.16,8.16,27.08
Kbira,September,Surface,0,82,36.16,8.16,27.07
Kbira,September,Surface,0,80,36.18,8.17,27.05
Kbira,September,Surface,0,78,36.19,8.16,27.04
Kbira,September,Surface,0,74,36.19,8.16,27.04
Kbira,September,Surface,0,72,36.19,8.16,27.04
Kbira,September,Surface,0,70,36.19,8.16,27.06
Kbira,September,Surface,0,68,36.19,8.16,27.06
Kbira,September,Surface,0,66,36.16,8.15,27.07
Kbira,September,Surface,0,64,36.2,8.15,27.08
Kbira,September,Surface,0,62,36.2,8.15,27.1
Kbira,September,Surface,0,60,36.2,8.15,27.12
Kbira,September,Surface,0,58,36.2,8.15,27.13
Kbira,September,Surface,0,56,36.22,8.15,27.12
Kbira,September,Surface,0,54,36.24,8.15,27.09
Kbira,September,Surface,0,52,36.26,8.15,27.07
Kbira,September,Surface,0,50,36.27,8.15,27.07
Kbira,September,Surface,0,48,36.29,8.16,27.03
Kbira,September,Surface,0,46,36.32,8.16,26.98
Kbira,September,Surface,0,44,36.31,8.16,26.99
Kbira,September,Surface,0,42,36.3,8.16,27
Kbira,September,Surface,0,40,36.3,8.16,27
Kbira,September,Surface,0,38,36.3,8.16,27
Kbira,September,Surface,0,36,36.3,8.16,26.99
Kbira,September,Surface,0,34,36.33,8.16,26.94
Kbira,September,Surface,0,32,36.32,8.16,26.95
Kbira,September,Surface,0,30,36.35,8.16,26.88
Kbira,September,Surface,0,28,36.37,8.16,26.84
Kbira,September,Surface,0,26,36.37,8.16,26.79
Kbira,September,Surface,0,24,36.37,8.16,26.76
Kbira,September,Surface,0,22,36.39,8.16,26.68
Kbira,September,Surface,0,20,36.38,8.16,26.67
Kbira,September,Surface,0,18,36.32,8.15,26.72
Kbira,September,Surface,0,16,36.27,8.15,26.76
Kbira,September,Surface,0,14,36.26,8.15,26.75
Kbira,September,Surface,0,12,36.25,8.15,26.73
Kbira,September,Surface,0,10,36.28,8.15,26.68
Kbira,September,Surface,0,8,36.29,8.15,26.66
Kbira,September,Surface,0,6,36.3,8.15,26.63
Kbira,September,Surface,0,4,36.3,8.15,26.62
Kbira,September,Surface,0,2,36.3,8.15,26.61
Kbira,September,Surface,0,0,36.29,8.14,26.62
Zghira,September,Surface,0,100,36.19,7.2,28.41
Zghira,September,Surface,0,98,36.23,7.2,28.34
Zghira,September,Surface,0,96,36.23,7.2,28.33
Zghira,September,Surface,0,94,36.15,7.2,28.43
Zghira,September,Surface,0,92,36.13,7.2,28.46
Zghira,September,Surface,0,90,36.07,7.2,28.54
Zghira,September,Surface,0,88,36.04,7.2,28.58
Zghira,September,Surface,0,86,36.04,7.2,28.61
Zghira,September,Surface,0,84,36.07,7.2,28.58
Zghira,September,Surface,0,82,36.1,7.2,28.56
Zghira,September,Surface,0,80,36.12,7.2,28.54
Zghira,September,Surface,0,78,36.12,7.2,28.57
Zghira,September,Surface,0,74,36.16,7.2,28.54
Zghira,September,Surface,0,72,36.16,7.2,28.55
Zghira,September,Surface,0,70,36.18,7.2,28.53
Zghira,September,Surface,0,68,36.17,7.2,28.54
Zghira,September,Surface,0,66,36.18,7.2,28.53
Zghira,September,Surface,0,64,36.17,7.2,28.53
Zghira,September,Surface,0,62,36.17,7.21,28.52
Zghira,September,Surface,0,60,36.16,7.21,28.53
Zghira,September,Surface,0,58,36.16,7.2,28.53
Zghira,September,Surface,0,56,36.15,7.2,28.54
Zghira,September,Surface,0,54,36.14,7.2,28.56
Zghira,September,Surface,0,52,36.13,7.2,28.57
Zghira,September,Surface,0,50,36.14,7.2,28.56
Zghira,September,Surface,0,48,36.16,7.21,28.53
Zghira,September,Surface,0,46,36.16,7.21,28.53
Zghira,September,Surface,0,44,36.15,7.21,28.55
Zghira,September,Surface,0,42,36.18,7.21,28.51
Zghira,September,Surface,0,40,36.19,7.21,28.48
Zghira,September,Surface,0,38,36.17,7.21,28.51
Zghira,September,Surface,0,36,36.17,7.21,28.5
Zghira,September,Surface,0,34,36.17,7.21,28.49
Zghira,September,Surface,0,32,36.17,7.21,28.49
Zghira,September,Surface,0,30,36.18,7.21,28.47
Zghira,September,Surface,0,28,36.19,7.21,28.44
Zghira,September,Surface,0,26,36.04,7.2,28.66
Zghira,September,Surface,0,24,36.03,7.2,28.69
Zghira,September,Surface,0,22,36.09,7.21,28.62
Zghira,September,Surface,0,20,36.17,7.21,28.51
Zghira,September,Surface,0,18,36.13,7.21,28.57
Zghira,September,Surface,0,16,36.17,7.21,28.52
Zghira,September,Surface,0,14,36.17,7.21,28.51
Zghira,September,Surface,0,12,36.12,7.21,28.59
Zghira,September,Surface,0,10,36.07,7.2,28.68
Zghira,September,Surface,0,8,35.98,7.2,28.84
Zghira,September,Surface,0,6,36.07,7.2,28.74
Zghira,September,Surface,0,4,36.14,7.21,28.64
Zghira,September,Surface,0,2,36.05,7.2,28.77
Zghira,September,Surface,0,0,36.96,7.2,28.94
Zghira,September,Surface,0,100,36.08,7.81,28.61
Zghira,September,Surface,0,98,36.09,7.8,28.6
Zghira,September,Surface,0,96,36.1,7.8,28.6
Zghira,September,Surface,0,94,36.11,7.8,28.59
Zghira,September,Surface,0,92,36.13,7.8,28.58
Zghira,September,Surface,0,90,36.14,7.8,28.58
Zghira,September,Surface,0,88,36.14,7.8,28.58
Zghira,September,Surface,0,86,36.15,7.79,28.59
Zghira,September,Surface,0,84,36.15,7.79,28.61
Zghira,September,Surface,0,82,36.11,7.78,28.68
Zghira,September,Surface,0,80,36.08,7.77,28.76
Zghira,September,Surface,0,78,36.11,7.77,28.74
Zghira,September,Surface,0,74,36.15,7.77,28.69
Zghira,September,Surface,0,72,36.24,7.77,28.56
Zghira,September,Surface,0,70,36.23,7.77,28.58
Zghira,September,Surface,0,68,36.15,7.76,28.69
Zghira,September,Surface,0,66,36.11,7.75,28.77
Zghira,September,Surface,0,64,36.13,7.75,28.76
Zghira,September,Surface,0,62,36.14,7.75,28.76
Zghira,September,Surface,0,60,36.16,7.74,28.74
Zghira,September,Surface,0,58,36.14,7.74,28.77
Zghira,September,Surface,0,56,36.09,7.74,28.86
Zghira,September,Surface,0,54,35.98,7.73,29.04
Zghira,September,Surface,0,52,36.15,7.73,28.86
Zghira,September,Surface,0,50,35.396,7.72,29.17
Zghira,September,Surface,0,48,36.02,7.71,29.13
Zghira,September,Surface,0,46,35.9,7.7,29.34
Zghira,September,Surface,0,44,35.92,7.7,29.38
Zghira,September,Surface,0,42,35.89,7.68,29.51
Zghira,September,Surface,0,40,35.98,7.68,29.47
Zghira,September,Surface,0,38,36.12,7.68,29.33
Zghira,September,Surface,0,36,36.32,7.69,29.07
Zghira,September,Surface,0,34,36.29,7.69,29.13
Zghira,September,Surface,0,32,36.12,7.67,29.39
Zghira,September,Surface,0,30,36.28,7.66,29.2
Zghira,September,Surface,0,28,36.3,7.64,30.04
Zghira,September,Surface,0,26,36.25,7.64,30.04
Zghira,September,Surface,0,24,36.23,7.65,29.89
Zghira,September,Surface,0,22,35.85,7.67,29.3
Zghira,September,Surface,0,20,36.11,7.67,29.04
Zghira,September,Surface,0,18,36.2,7.67,29.06
Zghira,September,Surface,0,16,36.15,7.67,29.12
Zghira,September,Surface,0,14,36.02,7.66,29.32
Zghira,September,Surface,0,12,36.08,7.66,29.27
Zghira,September,Surface,0,10,36.8,7.65,29.29
Zghira,September,Surface,0,8,35.92,7.64,29.56
Zghira,September,Surface,0,6,36.03,7.365,29.44
Zghira,September,Surface,0,4,36.15,7.65,29.31
Zghira,September,Surface,0,2,36.01,7.64,29.54
Zghira,September,Surface,0,0,36.09,7.64,29.48
Zghira,September,Surface,0,100,36.37,7.57,27.83
Zghira,September,Surface,0,98,36.32,7.65,27.82
Zghira,September,Surface,0,96,36.14,7.7,28.04
Zghira,September,Surface,0,94,36.2,7.74,27.94
Zghira,September,Surface,0,92,36.3,7.79,27.78
Zghira,September,Surface,0,90,36.32,7.81,27.72
Zghira,September,Surface,0,88,36.24,7.76,28.87
